,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
SRSF3,1.9947827,0.5586342,0.37856594,0.32989663,0.43370706,0.33494744,0.66875213,0.29450956,0.48667657,0.28881106,0.35305005,0.39792812,1.1155137,0.28362912,0.36839017,0.24491373,0.5330285,0.21045797,0.67385757,0.70447147,0.7974753,0.47619236,0.30239764,0.6471264,0.24707618,0.36238542
FLNA,1.9783945,0.28559962,0.4410281,0.21330266,0.0,0.0117611885,0.21645713,1.2310783,0.45743424,0.3574606,0.9319019,0.8446581,4.6426406,0.14848682,2.16238,1.1680555,1.9352598,0.3895482,4.9186773,0.22109786,0.57480156,0.6532725,0.1511183,1.6357598,0.17441756,0.0
YWHAQ,1.9658245,0.6978032,0.21900028,0.46301264,0.7321199,0.6321821,0.1749417,0.22917606,0.38014337,0.15266488,0.7245425,0.4473268,0.83379036,0.28654417,0.47293568,0.070228726,0.3074647,0.23373765,0.59648985,0.5723574,0.6096936,0.48734897,0.036293074,0.751502,0.10811334,0.27091286
H2AFJ,1.964379,0.58667344,0.13781522,0.31311724,2.3738353,0.10314815,0.7249228,0.5196567,0.23761554,0.38831434,0.54001063,0.28180832,1.0979953,3.0978935,0.583784,0.0,0.2864169,0.26681852,0.7446527,0.20999071,0.8556749,0.46224535,0.12699743,0.005145514,0.12177961,0.0
DDX17,1.9559633,0.65969443,0.6181767,0.47982,1.328938,0.36146593,0.52411944,0.55942446,0.27131626,0.6340088,0.5580945,0.8481182,1.9565707,0.9050896,0.97592944,0.34948945,0.90571517,0.20851232,1.6247807,0.62454355,0.9465711,0.5643597,0.30865353,0.47111437,0.2559301,0.20279032
CD63,1.9526387,0.7300374,0.6586008,0.40724277,0.91173345,0.32355452,0.33842966,0.7239604,0.401168,0.37589574,0.5600494,1.0277076,2.0386653,0.7547398,0.80718416,0.38710245,1.097941,0.14235869,1.9914433,0.0,0.32478878,0.3574379,0.29157802,0.41449428,0.16554642,0.18833159
CNDP2,1.9517004,0.795656,0.22123055,0.42950583,1.3072455,0.09291759,0.14931372,0.18060438,0.42964888,0.5336842,0.5447818,0.19531338,0.017178772,0.4399186,0.0,0.0,0.21357633,0.3031262,0.7112973,0.18482193,1.1992288,0.4063809,0.0,0.41944686,0.0,0.0
SLC45A3,1.9358178,0.42442968,0.0,0.19118579,1.5159438,0.07799099,0.2305776,0.27269855,0.6242178,1.4585174,0.0,0.076502495,0.46104282,1.3639462,0.04813381,0.0,0.06579605,0.66395366,1.2295372,0.0,1.5330623,0.08994174,0.04291651,0.20115997,0.08242998,0.33308846
SET,1.9331313,0.8744607,0.3040711,0.34185922,0.8963689,0.0,0.78854835,0.45869067,0.33418638,0.22758788,0.4850353,0.59198684,0.8150271,0.30659375,0.6022935,0.4285273,0.23799251,0.22667979,0.41749093,0.22288497,1.0399996,0.17254736,0.24659224,0.19811326,0.1438522,0.27507102
UBB,1.9150158,0.62951267,0.4438893,0.42721385,1.0360167,0.43562484,0.50490564,0.5511623,0.29544693,0.40139917,0.54580086,0.5074165,1.5140276,0.35449052,0.6241135,0.48024353,0.84099936,0.41201055,1.1104448,0.09904711,1.2179003,0.36637425,0.20875783,0.5743598,0.1785709,0.0670868
SRSF5,1.9094846,0.7897012,0.29115072,0.14270303,0.88822615,0.39087546,0.49452025,0.4248207,0.41192722,0.44994566,0.74693954,0.64135575,1.5117086,1.0453495,0.59803325,0.1766699,0.8076259,0.16560693,1.5580697,0.8916709,0.57290775,0.5557116,0.429367,0.47685483,0.22791621,0.2672679
TSPAN1,1.9042515,0.6141033,0.4064964,0.0,1.6946815,0.11844056,0.28850296,0.27262437,0.47658223,0.21621622,0.30519497,0.0,0.42013916,1.5864553,0.32997975,0.0,0.14797789,0.8370069,0.03452866,0.0,1.9382412,0.31726006,0.20889126,0.0,0.0,0.14117692
G3BP2,1.9027382,0.67418677,0.030496456,0.4353622,0.8150908,0.30513713,0.3119382,0.24743687,0.44634685,0.4422191,0.69321626,0.22652623,0.057364266,0.6709688,0.4706103,0.13409188,0.27971855,0.054391515,0.5519389,0.8293528,0.0,0.39734942,0.0007618755,0.3951647,0.09125892,0.16814415
TPD52,1.8854396,0.26281843,0.0,0.0,1.7910484,0.0,0.70095307,0.5597682,0.16210745,0.43292943,0.42560023,0.007625016,0.33438778,1.488724,0.3262859,0.0113488175,0.11101106,0.81772804,0.0016557707,0.50452274,0.7532798,0.21407402,0.0033929683,0.0,0.0,0.27669352
CNBP,1.8775264,0.71308345,0.22986004,0.23961906,1.0324119,0.06586169,0.40037158,0.4473079,0.26685855,0.30631393,0.23123291,0.49269032,0.7861066,0.0,0.69554687,0.33323112,0.3497408,0.14624868,1.3591168,0.1420217,0.11439062,0.46181953,0.27821892,0.2803945,0.21139252,0.39802092
MARCKSL1,1.8635617,0.5291086,0.22812812,0.24242897,1.4414986,0.09706927,0.23331119,0.2841271,0.11267397,0.03968474,0.3069956,0.43681428,0.36533707,0.86273396,0.19472344,0.0,0.26241916,0.59343255,0.0,0.6595942,2.1278718,0.5451448,0.0,0.0,0.0,0.11347402
C19orf48,1.8622781,0.6131645,0.0,0.16585308,1.394265,0.0,0.9530076,0.23498122,0.091330715,0.011503718,0.3301562,0.0,0.21767716,0.84324145,0.0,0.0,0.18790682,0.7487254,0.18909745,0.6048672,1.6688389,0.65854394,0.044760402,0.0,0.02002923,0.25870416
C12orf57,1.8590125,0.61904836,0.0,0.2454372,0.19020858,0.20830193,0.39624238,0.40117955,0.30477563,0.39471936,0.43706447,0.33973733,0.44160587,0.34264022,0.3267775,0.23762101,0.4708405,0.0,0.18265687,0.42201954,0.61710274,0.41984403,0.5576654,0.22309305,0.090448566,0.7034435
NONO,1.8555279,0.52226174,0.35353962,0.5033862,0.99605024,0.35615358,0.2625022,0.30080166,0.1745553,0.19746627,0.434512,0.40345824,0.8300645,0.7533592,0.6729785,0.08536352,0.66597235,0.41138914,0.755922,0.6631169,0.832808,0.5369779,0.0753677,0.5080634,0.18541172,0.57064825
ANXA5,1.8552616,0.7503143,0.30549595,0.20909217,0.8695117,0.43778238,0.47577307,0.62938666,0.52899253,0.21286261,0.47358206,0.7616751,1.0561309,1.1065996,0.46239138,0.27100435,1.0981163,0.2126748,1.0003263,0.23495205,0.25326538,0.2105591,0.11478316,0.18956268,0.1602733,0.0
EEF1B2,1.853233,0.44660595,0.50125873,0.48365593,0.52568394,0.131779,0.87604547,0.35468867,0.32230094,0.2715276,0.555362,0.47554132,0.6748165,0.95784324,0.5219539,0.21340883,0.51556545,0.12344325,0.58897084,0.84123963,2.0830517,0.41119286,0.33077025,0.10247466,0.14954413,0.33529457
EIF4G2,1.8473433,0.7437755,0.46656632,0.4267439,0.3825847,0.40238592,0.6415494,0.44790277,0.33658108,0.32793742,0.50055945,0.54325366,1.1568998,0.22407295,0.22057405,0.23991464,0.59241086,0.35427067,0.9955721,0.46919236,0.45464182,0.26828262,0.2848181,0.3737703,0.15321584,0.37538287
TOMM7,1.8472148,0.6651369,0.3086441,0.5680766,0.5734965,0.3525984,0.49036172,0.34583953,0.195982,0.42040813,0.698108,0.48044318,0.85070544,0.408821,0.7259153,0.3694719,0.6257339,0.21022406,0.38477752,0.52471614,0.6588396,0.30668864,0.20576993,0.37646693,0.19675906,0.53399694
HNRNPA3,1.8411143,0.7623377,0.40531886,0.37691104,1.0324551,0.2854042,0.47316548,0.47518185,0.25459322,0.31457102,0.37245575,0.6653991,1.6648026,0.9614223,0.6509679,0.3363001,0.6016458,0.25777805,1.429629,0.5765479,0.9876031,0.37686688,0.11966757,0.47066122,0.21847065,0.14424582
PPP1CB,1.8409047,0.9197565,0.12958428,0.50222874,0.76214147,0.53888786,0.44085583,0.394709,0.2812968,0.026099574,0.55330735,0.2839753,1.4071141,0.55003136,0.7938284,0.2654156,0.41856804,0.24217452,1.1266129,0.08055696,1.049266,0.14608026,0.2891603,0.8135664,0.14151649,0.0
DBI,1.840617,0.6151308,0.094532594,0.32508978,0.5464083,0.0,0.27892208,0.16497312,0.5375191,1.3175927,0.46223292,0.34439558,0.029282806,0.4446091,0.009977331,0.06712165,0.5229174,0.45398661,0.8200906,0.0,1.0246106,0.19829236,0.31913626,0.1564844,0.0,0.70231104
RTN4,1.8306155,0.12889054,0.4310544,0.41421205,1.149535,0.4106049,0.16755687,0.4765583,0.514077,0.26891467,0.5374362,0.43147656,1.242327,1.1636397,0.35404605,0.40588003,0.4536711,0.16737661,1.4947983,0.40851974,0.03284959,0.2824126,0.030214883,0.6271414,0.17683035,0.101642534
PARK7,1.8291539,0.7728012,0.11607351,0.51417434,0.68909687,0.30970734,0.36021647,0.3074276,0.24510637,0.25883535,0.51330304,0.29066905,0.70345914,0.5004563,0.36821458,0.17575456,0.5177963,0.22636384,0.9990508,0.3661884,0.9055094,0.34275037,0.24780504,0.3298568,0.16577661,0.33640447
APP,1.8266499,0.5444365,0.71833974,0.21330799,0.8214804,0.20912685,0.21099824,0.53373057,0.24846515,0.27048472,0.28761655,0.9097619,1.3415539,0.5630189,0.5118319,0.13023187,0.95440143,0.37057906,1.5292436,0.55975956,0.0,0.5214501,0.13871332,0.63449687,0.3075814,0.29428834
XRCC5,1.8261853,0.89318985,0.22547227,0.23488925,0.38048193,0.4312863,0.48615563,0.3301693,0.33765495,0.03340945,0.40138948,0.3693312,0.24455322,0.147518,0.28290462,0.24269865,0.33334988,0.15156583,0.18004835,0.17006056,0.78696537,0.2867223,0.123147205,0.2069974,0.22212198,0.0
ARF1,1.8207629,0.86552554,0.19697565,0.5346743,1.2493011,0.16272657,0.31460637,0.52954525,0.4047416,0.5458321,0.5212512,0.66935515,1.0480281,1.1633958,0.5410491,0.1817304,0.6210068,0.14216766,1.2158322,0.60791266,0.84268713,0.29226112,0.2217351,0.6456398,0.17992213,0.2634367
STEAP2,1.8137856,0.4775389,0.0,0.14019546,2.5267253,0.14972955,0.6947401,0.53667,0.3082254,0.6868563,0.45116222,0.27737656,1.3554988,2.374299,0.41795617,0.014046127,0.6129358,0.69218814,1.2617923,0.5379939,0.63842005,0.6936017,0.22606264,0.0,0.02666934,0.1329843
KRT8,1.797954,0.43521586,0.7532184,0.05234852,1.2197794,0.0,0.2592415,0.26203126,0.37941474,0.69708645,0.2426273,0.0,0.7180872,1.1399564,0.040941615,0.09818504,0.23753293,0.69169104,0.57537836,1.2542086,1.27928,0.7036295,0.0,0.16199054,0.06643666,0.068970285
CTNND1,1.7973627,0.6916499,0.5080048,0.3027939,0.13036449,0.5769019,0.33262074,0.24480774,0.31224787,0.34743357,0.3744386,0.39154562,0.1504496,0.25216052,0.24250667,0.13485582,0.2524884,0.2950716,0.43660432,0.5995642,1.210746,0.29355747,0.20015876,0.28368297,0.115378454,0.0
DMXL1,1.7968102,0.93769336,0.056908432,0.0,0.24811754,0.21942334,0.053221595,0.10728751,0.39165545,0.51371765,0.58380693,0.09069311,0.4492965,0.79684836,0.2319878,0.04466561,0.48874292,0.72071147,0.3392843,0.6422142,0.48879206,0.19062585,0.34035492,0.033187527,0.0,0.0
GSN,1.7937835,0.2343629,0.45166934,0.1904469,0.12842463,0.3731292,0.30212966,0.9252676,0.17068277,0.2732243,0.66916364,1.4795655,2.7614543,0.21413277,1.0157807,0.51006913,2.1389813,0.028180426,2.6517808,0.06622383,0.2576731,0.7879854,0.18451619,0.34463438,0.5470532,0.08648753
HOXB13,1.7888826,0.38117874,0.20720871,0.122613385,1.5244799,0.13407154,0.29747212,0.46054855,0.2625397,0.8141218,0.72302,0.020695807,0.2583351,1.6624677,0.18870576,0.0,0.12773809,0.5673311,0.25075343,0.5588104,1.0521885,0.25025815,0.031216318,0.0,0.027885491,0.34227043
TPM2,1.7881904,0.11630709,0.27819648,0.09289954,0.0,0.0,0.18892671,1.2404608,0.42259613,0.44446537,0.8164908,0.701872,4.806616,0.3924517,2.2234678,1.1039189,2.058871,0.34511894,4.9909024,0.26593933,1.0425893,0.6899362,0.03148886,1.4632343,0.056860644,0.0
ADIRF,1.786437,0.8170686,0.033673774,0.23284611,0.47410876,0.41212544,0.7635871,0.14403352,0.38303465,0.84882945,0.43918347,0.56555617,0.5940487,0.6394298,0.81260437,0.112207964,0.05061068,0.29861644,0.82485795,0.25441098,1.3458401,0.30535868,0.38560575,0.74620545,0.4434089,0.1588493
SSR4,1.7846364,0.7542564,0.08793715,0.491245,1.0927141,0.18275122,0.48202795,0.3537775,0.36617234,0.32398206,0.7173138,0.15646738,0.5949478,0.6917982,0.13368246,0.10946752,0.34638083,0.10486686,0.14945087,0.10426047,0.87678933,0.14008388,0.061772622,0.04991851,0.055867862,0.38200235
NFIC,1.7844311,0.7920155,0.3353163,0.24218701,0.8196365,0.1814711,0.19494657,0.41167766,0.1305346,0.38616633,0.663856,0.43580514,1.3824447,0.4609345,0.30220073,0.31647092,1.0106157,0.0,0.93706965,0.26945955,0.39134753,0.23240362,0.0,0.3161172,0.15906343,0.06715678
TTC3,1.7791582,0.7918117,0.21833278,0.33323818,1.0956835,0.11047559,0.56200266,0.27038562,0.2338562,0.3356789,0.5272224,0.46856478,1.2540985,0.9956756,0.5602804,0.2693953,0.61546123,0.15769857,0.95716166,0.2361685,1.0550451,0.51364625,0.41612983,0.20240127,0.06283166,0.31113538
EIF4A2,1.7664174,0.42105055,0.4861604,0.3666458,0.0,0.47463566,0.4501134,0.4397532,0.31461442,0.37772515,0.20586987,0.44560266,1.1179222,0.12118812,0.65717334,0.40484372,1.0300105,0.43559948,1.3530468,0.14180744,0.7794347,0.0,0.29455295,0.563397,0.2249569,0.1036807
EIF2S3,1.7556709,0.8791567,0.14958942,0.49763831,0.32714722,0.31272298,0.43951565,0.14000694,0.20032717,0.027401019,0.49573287,0.038673114,0.29801127,0.51264566,0.47513285,0.38414335,0.116097465,0.32335526,0.35678852,0.1478482,1.3615218,0.41777813,0.59519774,0.19210872,0.14733069,0.23654915
HNRNPUL1,1.7554265,0.6560791,0.31442073,0.4824988,0.6684161,0.3539869,0.39362183,0.31748432,0.29634476,0.17010017,0.54070526,0.61226624,0.71022886,0.3639484,0.528889,0.28281528,0.46867654,0.070302665,1.0623051,0.6305084,0.77480936,0.43855286,0.24870281,0.5581618,0.14286557,0.30241218
SERBP1,1.7512711,0.47803727,0.37759072,0.40579146,0.73042405,0.18886901,0.7532667,0.2734582,0.31948003,0.15532073,0.58739203,0.45149228,0.8821727,0.6961298,0.62256944,0.18976346,0.31521586,0.22866572,0.653809,0.47712305,1.535386,0.42983383,0.4275991,0.35001153,0.14321797,0.36842972
SFPQ,1.7476301,0.7863292,0.2862068,0.25384328,0.6593404,0.477108,0.5097652,0.21414302,0.372261,0.16125953,0.7096236,0.4327483,0.788427,0.56719923,0.28491643,0.17467931,0.34079605,0.13050593,0.50889635,0.6961459,0.7756785,0.5840984,0.29213843,0.64358944,0.20610185,0.007932921
SEPTIN2,1.746719,0.4832501,0.452405,0.46784413,0.6720222,0.4242005,0.43775877,0.4817851,0.28345007,0.32949024,0.5749415,0.74664,1.1692302,0.4138632,0.68500704,0.38963723,0.65937066,0.18287191,1.0360055,0.42187634,0.63682234,0.33677465,0.074568,0.7520662,0.13644151,0.0
REXO2,1.7456517,0.5173533,0.2639293,0.25862333,2.152496,0.17790323,0.585927,0.52770334,0.15142816,0.0,0.35386756,0.2754773,1.4842035,2.3440063,0.9004261,0.033911757,0.5421515,0.34103957,1.0199604,0.54168737,0.80033416,0.44468936,0.08992237,0.12235334,0.04308748,0.0032118633
COX6C,1.7419376,0.377084,0.24293888,0.33259746,0.46856114,0.5189452,0.4819507,0.33330783,0.34773424,0.0,0.54665357,0.31705242,1.1462127,0.18370534,0.6769353,0.5201662,0.47091004,0.3411456,0.9561748,0.38481936,0.40728438,0.0,0.21349753,0.6535491,0.06978242,0.43068177
GNB1,1.7394302,0.44150963,0.3908161,0.443674,0.7173816,0.27953982,0.32501358,0.29382196,0.28352776,0.30603608,0.21179162,0.50529414,0.8496337,0.93415296,0.44616017,0.26345986,0.51238644,0.38079774,0.8549859,0.25905365,1.128793,0.2519208,0.3752669,0.35124987,0.14646251,0.0
AMACR,1.7221017,0.07229362,0.0,0.3122708,3.3120067,0.0,0.998919,0.5991424,0.0,0.0,0.6657532,0.22798137,1.4186363,2.9615016,0.9273378,0.047480285,0.46680278,0.18852407,0.057433635,0.81928957,2.7176332,0.9730558,0.0,0.122866616,0.0,0.0
HIST1H2BG,1.7186645,0.8360121,0.55368686,0.2733817,1.1445527,0.07119976,0.776556,0.19077843,0.1169894,0.48422354,0.2580628,0.08009785,0.10033504,0.740435,0.18071577,0.06154212,0.31500953,0.088627204,0.4349573,0.0,1.141261,0.08808049,0.0,0.14637704,0.16007511,0.30137178
ERGIC1,1.7095944,0.50080365,0.040222824,0.29729462,1.6313202,0.29168677,0.27979207,0.4995558,0.18352716,0.46422127,0.27180305,0.3201282,0.50689733,0.8364309,0.18352127,0.0,0.05073432,0.5825195,0.3275916,0.30465484,0.98820025,0.2791384,0.0,0.4772387,0.038288966,0.49637246
S100A6,1.708237,0.15734538,1.3895749,0.13341466,0.0,0.018363329,0.31219736,0.7745118,0.33573538,0.6504953,0.43176812,1.571277,2.219275,0.21359697,0.84466743,0.30232814,1.5092885,0.0,1.9536189,0.0,0.06799395,0.9123108,0.11122752,0.47730535,0.48324874,0.08222307
SPARC,1.7063087,0.29816887,0.23872426,0.23489903,0.029221393,0.0,0.4245441,1.0241338,0.09488194,0.02849113,0.7559161,1.5640441,2.6163878,0.5499903,1.0203228,0.17761129,2.5413003,0.550501,1.7167518,0.25235257,0.5594367,1.6146972,0.3331632,0.3640695,0.41925126,0.0
PPP2CB,1.7051185,0.70340073,0.26788512,0.41384825,0.22600229,0.38749498,0.4664634,0.32341635,0.33833534,0.30452773,0.6211135,0.6470005,0.9703279,0.1454524,0.45058638,0.3551978,0.4565874,0.0727405,0.64994806,0.37372485,0.36713457,0.41607505,0.19578756,0.44873068,0.01916029,0.004771651
SRRM2,1.6919225,0.5275142,0.5517971,0.25623998,1.13118,0.42974612,0.28614423,0.39025903,0.36384508,0.5533992,0.29245478,0.7397551,1.6413953,1.3560625,0.58357614,0.2517876,0.8210087,0.2649712,1.212632,0.6646793,1.2237281,0.44605422,0.17141216,0.22553973,0.27137277,0.27045998
GTF2I,1.684923,0.68100834,0.3183242,0.3242639,0.47278002,0.40881515,0.29076552,0.36709735,0.068941414,0.16275415,0.74010235,0.5210827,0.685521,0.42757967,0.46236274,0.40675527,0.60611486,0.19649665,0.7660433,0.738522,1.2596475,0.14976162,0.21768036,0.06566827,0.07288761,0.22408862
H1FX,1.6692396,0.74350476,0.38437274,0.30637765,0.38001642,0.47232717,0.17429197,0.3575569,0.28887644,0.33245704,0.46485132,0.6125329,0.24332541,0.001167158,0.12615854,0.15831618,0.6622456,0.33278567,0.61461467,0.21253648,0.31081468,0.20720673,0.0,0.21479489,0.21518245,0.23254105
FLNB,1.6671815,0.5396424,0.2991129,0.044319395,1.5513166,0.28891242,0.6032413,0.34740186,0.17244785,0.3786011,0.67276454,0.29149082,1.0070453,1.7029921,0.5672703,0.15976653,0.2701612,0.38610563,0.39697292,0.50514483,1.0836947,0.25453287,0.26335013,0.2258321,0.15878956,0.0
ATP5IF1,1.6617746,0.41680664,0.083911754,0.57184184,0.6166937,0.37450096,0.43063903,0.21054678,0.09910318,0.5810464,0.51430213,0.20956002,0.22741716,0.0020604113,0.51914006,0.0900097,0.018976467,0.1733696,0.39525962,0.9978545,0.46006784,0.438599,0.031137431,0.3900967,0.075427495,0.39792877
KRT18,1.6603125,0.46630487,0.4729799,0.15861762,1.3359016,0.16675338,0.40142128,0.35734588,0.37672958,0.70611656,0.48867437,0.05809208,0.30417538,1.5094215,0.101653226,0.022382833,0.0,0.32421082,0.4126322,1.1917118,1.5096433,0.56594414,0.0,0.29800415,0.0,0.34002915
HIST1H4E,1.6539785,0.7177008,0.29722726,0.6729316,0.010145744,0.36345708,0.22059792,0.33073255,0.16549195,0.102996655,0.4352612,0.44388497,0.5421807,0.004849195,0.5701756,0.3757111,0.8858764,0.036019534,0.73525596,0.20680629,1.1185063,0.12920316,0.2569587,0.38234282,0.062234458,0.0
MPC2,1.6537617,0.12815686,0.20029572,0.33277586,1.576518,0.0375748,0.5201952,0.18645374,0.15069307,0.21960628,0.6443899,0.23718214,0.46544605,1.2067478,0.26459035,0.03507022,0.31880882,0.71121264,0.40573576,0.549048,0.0,0.42140958,0.20316781,0.24567565,0.018354198,0.20252185
SERP1,1.6527715,0.93453777,0.12878394,0.4025837,1.500275,0.0,0.28985563,0.48857158,0.16870482,0.35524172,0.38546827,0.2654313,0.4964872,0.64367837,0.3139139,0.0,0.22230938,0.218353,0.5688717,0.11632821,0.81609935,0.015327078,0.0,0.14647432,0.09071648,0.16312481
PLPP1,1.6446424,0.1411506,0.0784518,0.3524147,2.863071,0.0,0.7827523,0.6157071,0.0,0.41781148,0.5303746,0.3195728,1.5305265,2.3603306,0.3356194,0.16816428,0.35466942,0.7058649,1.6785929,0.7022566,1.6389135,0.6658444,0.09009372,0.11148308,0.11829241,0.20547652
NUCKS1,1.6444418,0.75261086,0.26112577,0.42659518,0.4986878,0.23980096,0.2279677,0.36752456,0.2664283,0.33657944,0.5814116,0.60366255,0.63707256,0.37315705,0.60974014,0.31396076,1.0915902,0.06634574,1.2611232,0.20099106,0.23750898,0.43679115,0.41145334,0.41217,0.15375447,0.40154883
ODC1,1.6442991,0.53371423,0.0,0.0,0.7610941,0.0,0.2801186,0.3256482,0.52591443,0.014912059,0.22003566,0.22557081,0.7777888,0.8998685,0.3226543,0.0,0.17409962,0.9696262,0.039363682,1.7382386,1.6282223,0.34356678,0.115777776,0.22079441,0.0,0.0
NDUFS5,1.6436492,0.710947,0.3067655,0.5909756,0.3571658,0.16587356,0.099887736,0.18502629,0.10515257,0.2725553,0.66892445,0.3137675,0.8997021,0.06056669,0.19514704,0.42176914,0.51674414,0.13789877,0.80051655,0.14889771,0.98329467,0.28910226,0.03172136,0.42591968,0.044760864,0.5333333
CLDN3,1.6410608,0.7348752,0.3360014,0.0,0.97760487,0.0,0.1285339,0.14687245,0.32087025,0.3210956,0.0043340656,0.0,0.0,1.0497918,0.0,0.0,0.5052536,1.0100906,0.59921175,0.8321936,0.62320423,0.375889,0.05295467,0.0,0.0,0.0
ATP5F1B,1.6381221,0.56338954,0.2217477,0.6061785,1.1886116,0.35141245,0.43516994,0.44798112,0.17054054,0.35556784,0.8242472,0.2795669,0.8722017,0.71841866,0.9748374,0.5217769,0.23838201,0.16355918,1.0142542,0.82397825,1.5950612,0.5796335,0.3124638,0.32616076,0.16959226,0.26936767
HNRNPA0,1.6356189,0.6630303,0.39435363,0.26567864,0.8486506,0.183767,0.27018228,0.35890383,0.24760164,0.18622689,0.40063155,0.44026127,0.9106614,0.1640387,0.14043301,0.19473007,0.626388,0.27627698,0.8130572,0.5705192,0.5081446,0.2612422,0.0,0.24798205,0.15595624,0.23485784
COPG1,1.631186,0.4349657,0.07969359,0.14252071,1.0149044,0.396582,0.28877637,0.34920108,0.35519764,0.50594085,0.0,0.22347263,0.32467374,0.87698805,0.27043048,0.0,0.41587374,0.45071045,0.40635023,0.38784593,0.71958727,0.37769654,0.14918578,0.16602379,0.07190881,0.2311545
BRI3,1.6174275,0.6492359,0.15964603,0.23793556,1.2440014,0.45042172,0.042319518,0.3518963,0.29290584,0.3949354,0.5807703,0.24123852,0.58060956,1.1507874,0.53550637,0.2248421,0.10132427,0.26361892,0.9071799,0.19827598,1.3505166,0.2302703,0.029808527,0.45924354,0.16070054,0.0
HSPA5,1.6150928,0.5309407,0.17179805,0.52590185,1.1004097,0.33976534,0.074557446,0.35971326,0.34906483,0.5129671,0.5220226,0.37051022,0.5768199,0.50199705,0.3244976,0.09450963,0.5029405,0.24313962,0.94797075,0.7181814,0.08359495,0.4741905,0.07665355,0.3252089,0.1336192,0.0031526708
SELENOH,1.6121135,0.87050086,0.23844248,0.2519584,0.8261365,0.05970562,0.2560823,0.31601745,0.3384677,0.3109924,0.43239266,0.3670546,0.2467677,0.548886,0.18959172,0.15905777,0.20554,0.16559261,0.14351858,0.17962395,0.2528477,0.015443864,0.0,0.17708123,0.2105852,0.14254405
PRRC2C,1.6102257,0.43580776,0.5561442,0.0046949224,0.5915687,0.3449579,0.15771854,0.4044831,0.4431524,0.30039024,0.17092484,0.5745944,0.52895874,0.6759225,0.33425453,0.18022622,0.83484674,0.10829222,1.1371523,0.46432224,0.11182828,0.28958368,0.22439292,0.40470213,0.12799154,0.21693723
CD99,1.6039449,0.27668968,0.44565883,0.09074122,1.0451368,0.26774564,0.032162122,0.59313744,0.52039266,0.46477324,0.4806239,0.6344081,1.8917243,0.0,0.9091385,0.49579465,1.2342988,0.20992883,1.5466318,0.028922535,0.40238592,0.42183077,0.22210833,0.50988305,0.21805063,0.20395687
